Trial,Bandit,Reward,Algorithm
45,3.0,3.206950681684014,EpsilonGreedy
46,3.0,5.283621166732408,EpsilonGreedy
47,3.0,4.073678433663305,EpsilonGreedy
48,3.0,3.4320549467537296,EpsilonGreedy
49,3.0,4.907589167807268,EpsilonGreedy
50,3.0,4.408469303968939,EpsilonGreedy
51,3.0,4.131678775730416,EpsilonGreedy
52,3.0,3.825031717910428,EpsilonGreedy
53,3.0,2.9569811210429267,EpsilonGreedy
54,3.0,4.450591655218195,EpsilonGreedy
55,3.0,3.00839201322494,EpsilonGreedy
56,3.0,6.0742747399767465,EpsilonGreedy
57,3.0,3.0493570698347585,EpsilonGreedy
58,3.0,4.37269757887546,EpsilonGreedy
59,3.0,4.086176990488656,EpsilonGreedy
60,3.0,3.6677993286932202,EpsilonGreedy
61,3.0,4.652586385757373,EpsilonGreedy
62,3.0,3.4228252021744527,EpsilonGreedy
63,3.0,3.466477012278398,EpsilonGreedy
64,3.0,3.958340216780805,EpsilonGreedy
65,3.0,5.056937789801169,EpsilonGreedy
66,3.0,4.279426900803605,EpsilonGreedy
67,3.0,4.180937015943202,EpsilonGreedy
68,3.0,3.732044663673287,EpsilonGreedy
69,3.0,4.360439790309404,EpsilonGreedy
70,3.0,2.957938206855106,EpsilonGreedy
71,3.0,4.991482074249839,EpsilonGreedy
72,3.0,4.458711144183296,EpsilonGreedy
73,3.0,2.8260238880770263,EpsilonGreedy
74,3.0,2.827820093996754,EpsilonGreedy
75,3.0,4.915191426729151,EpsilonGreedy
76,3.0,4.2711342982346245,EpsilonGreedy
77,3.0,3.000626287117864,EpsilonGreedy
78,3.0,5.547400651275016,EpsilonGreedy
79,3.0,3.5757035699575157,EpsilonGreedy
80,3.0,3.823741825582363,EpsilonGreedy
81,3.0,3.527131129288144,EpsilonGreedy
82,3.0,4.280025887171411,EpsilonGreedy
83,3.0,4.466383266618629,EpsilonGreedy
84,3.0,4.6704464208454635,EpsilonGreedy
85,3.0,3.5005817476649677,EpsilonGreedy
86,3.0,4.623986338252553,EpsilonGreedy
87,3.0,5.185006018617991,EpsilonGreedy
88,3.0,4.985436386155509,EpsilonGreedy
89,2.0,2.0555337692411086,EpsilonGreedy
90,3.0,1.2128805196004149,EpsilonGreedy
91,3.0,3.4578254504768506,EpsilonGreedy
92,3.0,3.7239600226312164,EpsilonGreedy
93,3.0,4.826972820024966,EpsilonGreedy
94,3.0,2.271854177464923,EpsilonGreedy
95,3.0,5.299536751250065,EpsilonGreedy
96,3.0,4.350842541977148,EpsilonGreedy
97,3.0,3.298236770233239,EpsilonGreedy
98,3.0,3.3222325336495704,EpsilonGreedy
99,3.0,3.8791623764131606,EpsilonGreedy
100,3.0,4.531280817920564,EpsilonGreedy
101,3.0,4.917791513884745,EpsilonGreedy
102,3.0,4.873867643516144,EpsilonGreedy
103,3.0,4.092926970733465,EpsilonGreedy
104,3.0,5.349812338826949,EpsilonGreedy
105,3.0,4.382403819169138,EpsilonGreedy
106,3.0,4.8057236173002575,EpsilonGreedy
107,3.0,3.6072938585262557,EpsilonGreedy
108,3.0,4.060226244199479,EpsilonGreedy
109,3.0,4.340179012225607,EpsilonGreedy
110,3.0,4.867330093780494,EpsilonGreedy
111,3.0,2.6300759666225915,EpsilonGreedy
112,3.0,3.5021576136603825,EpsilonGreedy
113,3.0,2.651882646816241,EpsilonGreedy
114,3.0,3.2738106773056264,EpsilonGreedy
115,3.0,4.144691168429514,EpsilonGreedy
116,3.0,3.0842324847942333,EpsilonGreedy
117,3.0,2.681950956804181,EpsilonGreedy
118,3.0,4.913948301803006,EpsilonGreedy
119,3.0,3.644150130846325,EpsilonGreedy
120,3.0,5.535486161144818,EpsilonGreedy
121,3.0,5.183091299816651,EpsilonGreedy
122,3.0,7.122762643188544,EpsilonGreedy
123,3.0,3.8941741576824906,EpsilonGreedy
124,3.0,4.350440553562877,EpsilonGreedy
125,3.0,4.442689286430518,EpsilonGreedy
126,3.0,2.7124531682803465,EpsilonGreedy
127,3.0,4.90992269141621,EpsilonGreedy
128,3.0,4.202236125057696,EpsilonGreedy
129,3.0,3.3452359165952767,EpsilonGreedy
130,3.0,4.837366703209213,EpsilonGreedy
131,3.0,4.327154127057504,EpsilonGreedy
132,3.0,5.642973137324552,EpsilonGreedy
133,3.0,3.635840483571579,EpsilonGreedy
134,3.0,3.228192184143758,EpsilonGreedy
135,3.0,3.5576940180293892,EpsilonGreedy
136,3.0,4.139767698688061,EpsilonGreedy
137,3.0,3.6794781585502205,EpsilonGreedy
138,3.0,3.0680393727762807,EpsilonGreedy
139,3.0,4.219979988727021,EpsilonGreedy
140,3.0,3.0242834100793856,EpsilonGreedy
141,3.0,3.1917482950704725,EpsilonGreedy
142,3.0,3.6382973855597536,EpsilonGreedy
143,3.0,4.992607362658032,EpsilonGreedy
144,3.0,4.113577001369122,EpsilonGreedy
145,3.0,3.3715489704839303,EpsilonGreedy
146,3.0,4.624662845262566,EpsilonGreedy
147,3.0,3.783963394854729,EpsilonGreedy
148,3.0,4.3492652863030274,EpsilonGreedy
149,3.0,3.8277085034132727,EpsilonGreedy
150,3.0,3.103301802113375,EpsilonGreedy
151,3.0,4.50067605007312,EpsilonGreedy
152,3.0,5.325200105916087,EpsilonGreedy
153,3.0,3.713608355734167,EpsilonGreedy
154,3.0,3.914462521290237,EpsilonGreedy
155,3.0,2.8862856556645706,EpsilonGreedy
156,3.0,4.927158542924013,EpsilonGreedy
157,3.0,3.6035899534884455,EpsilonGreedy
158,3.0,3.6677362153940045,EpsilonGreedy
159,3.0,3.846267970760413,EpsilonGreedy
160,3.0,5.193413644386617,EpsilonGreedy
161,3.0,4.149374160325592,EpsilonGreedy
162,3.0,2.168043753251534,EpsilonGreedy
163,3.0,5.169532732022324,EpsilonGreedy
164,3.0,5.063947850830802,EpsilonGreedy
165,3.0,4.110465853487728,EpsilonGreedy
166,3.0,3.5733213172716427,EpsilonGreedy
167,3.0,3.965980811683039,EpsilonGreedy
168,3.0,5.714990742261875,EpsilonGreedy
169,3.0,3.8810780797456745,EpsilonGreedy
170,3.0,2.6452728664817866,EpsilonGreedy
171,3.0,3.8789976386806533,EpsilonGreedy
172,3.0,4.057034717244099,EpsilonGreedy
173,3.0,2.1992766241815174,EpsilonGreedy
174,3.0,3.3237477512411613,EpsilonGreedy
175,3.0,5.0176907141269265,EpsilonGreedy
176,3.0,5.094274912035484,EpsilonGreedy
177,3.0,3.468743114199902,EpsilonGreedy
178,3.0,2.6604101459132696,EpsilonGreedy
179,3.0,3.045596751354458,EpsilonGreedy
180,3.0,4.932291241289392,EpsilonGreedy
181,3.0,3.5326752175887264,EpsilonGreedy
182,3.0,4.0162665510862015,EpsilonGreedy
183,3.0,2.6407427951682156,EpsilonGreedy
184,3.0,3.4947570088653794,EpsilonGreedy
185,3.0,4.053061838228411,EpsilonGreedy
186,3.0,3.7951191737076253,EpsilonGreedy
187,3.0,3.289038873613107,EpsilonGreedy
188,3.0,4.1703767770162745,EpsilonGreedy
189,3.0,4.550477649969942,EpsilonGreedy
190,3.0,4.256804263535616,EpsilonGreedy
191,3.0,4.965039099989596,EpsilonGreedy
192,3.0,5.986354591452044,EpsilonGreedy
193,3.0,4.742747953859496,EpsilonGreedy
194,3.0,5.644305198174884,EpsilonGreedy
195,3.0,3.833446357110368,EpsilonGreedy
196,3.0,4.261146323128536,EpsilonGreedy
197,3.0,5.1853980782562585,EpsilonGreedy
198,3.0,4.633984400643609,EpsilonGreedy
199,3.0,3.870016605926161,EpsilonGreedy
200,3.0,5.4756432982569345,EpsilonGreedy
201,3.0,4.262895897175152,EpsilonGreedy
202,3.0,5.680841910480883,EpsilonGreedy
203,3.0,2.6964859913176333,EpsilonGreedy
204,3.0,5.270050835751604,EpsilonGreedy
205,3.0,4.5687105279201505,EpsilonGreedy
206,3.0,3.4610414627696304,EpsilonGreedy
207,3.0,3.316006941588754,EpsilonGreedy
208,3.0,5.385770367764266,EpsilonGreedy
209,3.0,4.904452836391042,EpsilonGreedy
210,3.0,2.7480618042987492,EpsilonGreedy
211,3.0,4.050128331579743,EpsilonGreedy
212,3.0,3.1878922397868354,EpsilonGreedy
213,3.0,5.016036796717717,EpsilonGreedy
214,3.0,2.6172199769220894,EpsilonGreedy
215,3.0,3.814153012875417,EpsilonGreedy
216,3.0,3.169583194928666,EpsilonGreedy
217,3.0,5.520889275186452,EpsilonGreedy
218,3.0,2.746132035756959,EpsilonGreedy
219,3.0,3.633124833661878,EpsilonGreedy
220,3.0,3.5296979208049715,EpsilonGreedy
221,3.0,3.867913713417827,EpsilonGreedy
222,3.0,3.4465120178611137,EpsilonGreedy
223,3.0,5.111101476888165,EpsilonGreedy
224,3.0,4.4625951466467155,EpsilonGreedy
225,3.0,3.009647434482436,EpsilonGreedy
226,3.0,2.127481183451787,EpsilonGreedy
227,3.0,3.483262547933168,EpsilonGreedy
228,3.0,2.4852269278317642,EpsilonGreedy
229,3.0,4.809213454517139,EpsilonGreedy
230,3.0,3.6722014463610764,EpsilonGreedy
231,3.0,3.9896921345996317,EpsilonGreedy
232,3.0,3.4798228280140466,EpsilonGreedy
233,3.0,4.449839997814703,EpsilonGreedy
234,3.0,5.029404466638555,EpsilonGreedy
235,3.0,3.4878868651871384,EpsilonGreedy
236,3.0,5.212904872148069,EpsilonGreedy
237,3.0,3.371680094127168,EpsilonGreedy
238,3.0,5.043883976414696,EpsilonGreedy
239,3.0,6.053343782002198,EpsilonGreedy
240,3.0,4.4783170524076805,EpsilonGreedy
241,3.0,4.673521941516281,EpsilonGreedy
242,3.0,5.734756485978923,EpsilonGreedy
243,3.0,2.565632983130628,EpsilonGreedy
244,3.0,3.4447130367893006,EpsilonGreedy
245,3.0,3.369375969312955,EpsilonGreedy
246,3.0,2.698419150753825,EpsilonGreedy
247,3.0,5.87765497722754,EpsilonGreedy
248,3.0,3.3337980123597024,EpsilonGreedy
249,3.0,7.237580312709622,EpsilonGreedy
250,3.0,5.031789917232739,EpsilonGreedy
251,3.0,1.6251894484967,EpsilonGreedy
252,3.0,3.3998954582697825,EpsilonGreedy
253,3.0,2.350088066297115,EpsilonGreedy
254,3.0,4.822141529941891,EpsilonGreedy
255,3.0,4.279217016587554,EpsilonGreedy
256,3.0,4.342420097570647,EpsilonGreedy
257,3.0,3.8741925867071902,EpsilonGreedy
258,3.0,2.943213105708187,EpsilonGreedy
259,3.0,4.6037796444661065,EpsilonGreedy
260,3.0,4.345752966638689,EpsilonGreedy
261,3.0,4.220649118851513,EpsilonGreedy
262,3.0,5.461743124043401,EpsilonGreedy
263,3.0,4.795206673248266,EpsilonGreedy
264,3.0,5.5482943466091665,EpsilonGreedy
265,2.0,2.0286391629884695,EpsilonGreedy
266,3.0,4.632715777665808,EpsilonGreedy
267,3.0,4.980256126496087,EpsilonGreedy
268,3.0,3.5171070800321216,EpsilonGreedy
269,3.0,4.55442147944306,EpsilonGreedy
270,3.0,5.734686234437135,EpsilonGreedy
271,3.0,3.3188570941959754,EpsilonGreedy
272,3.0,3.1922082618130325,EpsilonGreedy
273,3.0,3.2132073018196263,EpsilonGreedy
274,3.0,4.967756210217869,EpsilonGreedy
275,3.0,3.323450011887742,EpsilonGreedy
276,3.0,4.193194079660686,EpsilonGreedy
277,3.0,4.390564062439334,EpsilonGreedy
278,3.0,4.659524119817334,EpsilonGreedy
279,3.0,3.1229756503517727,EpsilonGreedy
280,3.0,3.157476155163165,EpsilonGreedy
281,3.0,3.818761608739122,EpsilonGreedy
282,3.0,5.5651977636486265,EpsilonGreedy
283,3.0,2.796985250371078,EpsilonGreedy
284,3.0,5.502141250497149,EpsilonGreedy
285,3.0,4.237403798304797,EpsilonGreedy
286,3.0,4.281073059172565,EpsilonGreedy
287,3.0,6.794102758012171,EpsilonGreedy
288,3.0,6.230776666257652,EpsilonGreedy
289,3.0,4.6857765786836705,EpsilonGreedy
290,3.0,4.384717786731098,EpsilonGreedy
291,3.0,2.8880190931797274,EpsilonGreedy
292,3.0,4.7092924685972,EpsilonGreedy
293,3.0,4.313055099516427,EpsilonGreedy
294,3.0,6.305357709854434,EpsilonGreedy
295,3.0,4.598640197089321,EpsilonGreedy
296,3.0,5.636895113316716,EpsilonGreedy
297,3.0,2.6686649657325607,EpsilonGreedy
298,3.0,2.8597889979282716,EpsilonGreedy
299,3.0,3.3798421946244366,EpsilonGreedy
300,3.0,3.094806728957783,EpsilonGreedy
301,3.0,3.240416076987185,EpsilonGreedy
302,3.0,3.339518525311733,EpsilonGreedy
303,3.0,4.034078133341424,EpsilonGreedy
304,3.0,4.575469165286954,EpsilonGreedy
305,3.0,4.365278670248709,EpsilonGreedy
306,3.0,4.327822545067392,EpsilonGreedy
307,3.0,4.432992290464604,EpsilonGreedy
308,3.0,3.4677116630240645,EpsilonGreedy
309,3.0,3.2504089806392233,EpsilonGreedy
310,3.0,3.133606588467072,EpsilonGreedy
311,3.0,3.1224660656223957,EpsilonGreedy
312,3.0,3.2879522761949143,EpsilonGreedy
313,3.0,4.868524980151606,EpsilonGreedy
314,3.0,3.406384741484962,EpsilonGreedy
315,3.0,5.0100087409394565,EpsilonGreedy
316,3.0,5.176259135373614,EpsilonGreedy
317,3.0,2.8199549373520414,EpsilonGreedy
318,3.0,4.416533450200559,EpsilonGreedy
319,3.0,3.9139278596909066,EpsilonGreedy
320,3.0,3.977859862326,EpsilonGreedy
321,3.0,3.055059597992658,EpsilonGreedy
322,3.0,4.533906929820653,EpsilonGreedy
323,3.0,3.3866240593256287,EpsilonGreedy
324,3.0,3.153637817966401,EpsilonGreedy
325,3.0,5.004700176025197,EpsilonGreedy
326,3.0,4.474487121424059,EpsilonGreedy
327,3.0,4.075368516939506,EpsilonGreedy
328,3.0,4.4602377166621014,EpsilonGreedy
329,3.0,4.187568442599054,EpsilonGreedy
330,3.0,2.358416835807423,EpsilonGreedy
331,3.0,4.266556891612609,EpsilonGreedy
332,3.0,3.66699527094394,EpsilonGreedy
333,3.0,3.0847071226250717,EpsilonGreedy
334,3.0,2.0148801021117615,EpsilonGreedy
335,3.0,3.2580894579219595,EpsilonGreedy
336,3.0,4.633641431022724,EpsilonGreedy
337,3.0,4.4780453106388585,EpsilonGreedy
338,3.0,4.017109805128996,EpsilonGreedy
339,3.0,4.573557264060833,EpsilonGreedy
340,3.0,3.719576860610857,EpsilonGreedy
341,3.0,4.648921404798313,EpsilonGreedy
342,3.0,2.2715188132932345,EpsilonGreedy
343,3.0,4.241922686085059,EpsilonGreedy
344,3.0,4.576081465180892,EpsilonGreedy
345,3.0,4.347046818527166,EpsilonGreedy
346,3.0,2.0169155220468538,EpsilonGreedy
347,3.0,3.941755934808761,EpsilonGreedy
348,3.0,3.150012345098247,EpsilonGreedy
349,3.0,2.0296401784452014,EpsilonGreedy
350,3.0,4.48780476592128,EpsilonGreedy
351,3.0,5.584341830785484,EpsilonGreedy
352,3.0,5.667533679090958,EpsilonGreedy
353,3.0,5.013278103801877,EpsilonGreedy
354,3.0,3.748918938426688,EpsilonGreedy
355,3.0,3.8298943670537193,EpsilonGreedy
356,3.0,4.2524541965868075,EpsilonGreedy
357,3.0,4.408612755283645,EpsilonGreedy
358,3.0,3.293760589765089,EpsilonGreedy
359,3.0,3.483509912300166,EpsilonGreedy
360,3.0,3.8919108370478166,EpsilonGreedy
361,3.0,3.0840228036065693,EpsilonGreedy
362,3.0,5.043081705163293,EpsilonGreedy
363,3.0,3.8750527568920936,EpsilonGreedy
364,3.0,4.291398373548161,EpsilonGreedy
365,3.0,3.0238567702035795,EpsilonGreedy
366,3.0,3.6458268685045847,EpsilonGreedy
367,3.0,3.0613292556387695,EpsilonGreedy
368,3.0,4.065230874634571,EpsilonGreedy
369,3.0,4.811884180550561,EpsilonGreedy
370,3.0,2.851758773060147,EpsilonGreedy
371,3.0,3.6131579683305004,EpsilonGreedy
372,3.0,4.174099581189542,EpsilonGreedy
373,3.0,3.5516707560360117,EpsilonGreedy
374,3.0,4.449781125244443,EpsilonGreedy
375,3.0,2.679903094774387,EpsilonGreedy
376,3.0,3.9336465633113273,EpsilonGreedy
377,3.0,3.5649353297941633,EpsilonGreedy
378,3.0,5.030662993039627,EpsilonGreedy
379,3.0,5.49344441752414,EpsilonGreedy
380,3.0,3.7164802684142746,EpsilonGreedy
381,3.0,3.8323146041399885,EpsilonGreedy
382,3.0,4.38188087027484,EpsilonGreedy
383,3.0,4.456455153367501,EpsilonGreedy
384,3.0,3.4566573795477193,EpsilonGreedy
385,3.0,2.643778402504016,EpsilonGreedy
386,3.0,4.613145154191858,EpsilonGreedy
387,3.0,5.354835884339226,EpsilonGreedy
388,3.0,2.8956548636044115,EpsilonGreedy
389,3.0,5.555721320402462,EpsilonGreedy
390,3.0,3.06485058826241,EpsilonGreedy
391,3.0,4.167000386431309,EpsilonGreedy
392,3.0,4.957427042953931,EpsilonGreedy
393,3.0,3.1426230280632956,EpsilonGreedy
394,3.0,4.936957873511675,EpsilonGreedy
395,3.0,5.132101534005347,EpsilonGreedy
396,3.0,2.7463272198824056,EpsilonGreedy
397,3.0,5.019145700362052,EpsilonGreedy
398,3.0,3.949450317690524,EpsilonGreedy
399,3.0,4.230184726600093,EpsilonGreedy
400,3.0,5.397875987573379,EpsilonGreedy
401,3.0,2.4204749286503127,EpsilonGreedy
402,3.0,4.727812996133174,EpsilonGreedy
403,3.0,2.525025670437297,EpsilonGreedy
404,3.0,3.669589205021688,EpsilonGreedy
405,3.0,3.938964212878527,EpsilonGreedy
406,3.0,3.1465204248342875,EpsilonGreedy
407,3.0,6.0790445481283,EpsilonGreedy
408,3.0,4.7748706534433705,EpsilonGreedy
409,3.0,4.345083717371333,EpsilonGreedy
410,3.0,3.061462531573889,EpsilonGreedy
411,3.0,6.371056948919485,EpsilonGreedy
412,3.0,5.6765092762994795,EpsilonGreedy
413,3.0,3.3517856521512623,EpsilonGreedy
414,3.0,5.71031645588697,EpsilonGreedy
415,3.0,3.508747781046933,EpsilonGreedy
416,3.0,2.540006041337171,EpsilonGreedy
417,3.0,4.1794530869402555,EpsilonGreedy
418,3.0,3.9121701003343694,EpsilonGreedy
419,3.0,4.392701628065849,EpsilonGreedy
420,3.0,2.811540578398378,EpsilonGreedy
421,3.0,5.308370092435475,EpsilonGreedy
422,3.0,3.2108884907560125,EpsilonGreedy
423,3.0,5.013309759834905,EpsilonGreedy
424,3.0,4.304147021562968,EpsilonGreedy
425,3.0,4.626634135111646,EpsilonGreedy
426,3.0,4.4513121863810525,EpsilonGreedy
427,3.0,3.239538609645396,EpsilonGreedy
428,3.0,4.130598620157348,EpsilonGreedy
429,3.0,4.372749999234159,EpsilonGreedy
430,3.0,4.102071384777377,EpsilonGreedy
431,3.0,4.586176459522658,EpsilonGreedy
432,3.0,4.355113559540388,EpsilonGreedy
433,3.0,3.66508000016992,EpsilonGreedy
434,3.0,4.472521074419155,EpsilonGreedy
435,3.0,3.870121686643865,EpsilonGreedy
436,3.0,5.519308265681715,EpsilonGreedy
437,3.0,3.0957874189630195,EpsilonGreedy
438,3.0,5.357686667961072,EpsilonGreedy
439,3.0,4.4523720655730115,EpsilonGreedy
440,3.0,2.777078807176183,EpsilonGreedy
441,3.0,4.916346202188356,EpsilonGreedy
442,3.0,2.7724737826809753,EpsilonGreedy
443,3.0,5.506469913746378,EpsilonGreedy
444,3.0,3.884489460329726,EpsilonGreedy
445,3.0,3.255439592063022,EpsilonGreedy
446,3.0,5.586189682002572,EpsilonGreedy
447,3.0,4.455513969712392,EpsilonGreedy
448,3.0,4.015264978358043,EpsilonGreedy
449,3.0,2.7802202232270687,EpsilonGreedy
450,3.0,2.663172922999085,EpsilonGreedy
451,3.0,3.9477233871044226,EpsilonGreedy
452,3.0,3.5520743627430273,EpsilonGreedy
453,3.0,3.9389195806211807,EpsilonGreedy
454,3.0,2.9692542397995907,EpsilonGreedy
455,3.0,3.676236622327799,EpsilonGreedy
456,3.0,5.970053455636825,EpsilonGreedy
457,3.0,4.397218680356884,EpsilonGreedy
458,3.0,4.678446007696544,EpsilonGreedy
459,3.0,5.3177067316117315,EpsilonGreedy
460,3.0,4.63421294035768,EpsilonGreedy
461,3.0,3.5119962531500475,EpsilonGreedy
462,3.0,5.118891515814543,EpsilonGreedy
463,3.0,3.105055589282374,EpsilonGreedy
464,3.0,2.563267388667145,EpsilonGreedy
465,3.0,3.3596773730235148,EpsilonGreedy
466,3.0,5.250676962024661,EpsilonGreedy
467,3.0,4.035897955199968,EpsilonGreedy
468,3.0,4.3187210268896195,EpsilonGreedy
469,3.0,3.1863249993649516,EpsilonGreedy
470,3.0,3.6250751486623978,EpsilonGreedy
471,3.0,3.2837738686327054,EpsilonGreedy
472,3.0,3.444289438148218,EpsilonGreedy
473,3.0,3.1361133821914455,EpsilonGreedy
474,3.0,4.550795667018752,EpsilonGreedy
475,3.0,4.169004628015496,EpsilonGreedy
476,3.0,5.1821989690494545,EpsilonGreedy
477,3.0,1.9006808488729008,EpsilonGreedy
478,3.0,4.043894756907608,EpsilonGreedy
479,3.0,4.63935835475021,EpsilonGreedy
480,3.0,2.8772141954199753,EpsilonGreedy
481,3.0,3.6467347937244456,EpsilonGreedy
482,3.0,4.885497381063485,EpsilonGreedy
483,3.0,5.041075041286912,EpsilonGreedy
484,3.0,4.421544258380239,EpsilonGreedy
485,3.0,4.602346388533137,EpsilonGreedy
486,3.0,3.2328217239627874,EpsilonGreedy
487,3.0,2.9075317653112545,EpsilonGreedy
488,3.0,4.43595531512684,EpsilonGreedy
489,3.0,3.1395565846168707,EpsilonGreedy
490,3.0,4.624049247159702,EpsilonGreedy
491,3.0,3.3673433848867256,EpsilonGreedy
492,3.0,3.000232592646534,EpsilonGreedy
493,3.0,4.892368709943277,EpsilonGreedy
494,3.0,4.246614799223082,EpsilonGreedy
495,3.0,5.408659830619488,EpsilonGreedy
496,3.0,3.892534346422106,EpsilonGreedy
497,3.0,3.373051645661745,EpsilonGreedy
498,3.0,6.004373963348596,EpsilonGreedy
499,3.0,5.569581437176623,EpsilonGreedy
500,3.0,3.1788609642026646,EpsilonGreedy
501,3.0,2.7590744000925422,EpsilonGreedy
502,3.0,4.531529402650994,EpsilonGreedy
503,3.0,2.887673181863494,EpsilonGreedy
504,3.0,4.6775172892193275,EpsilonGreedy
505,3.0,5.556647111989166,EpsilonGreedy
506,3.0,4.680506180627468,EpsilonGreedy
507,3.0,4.259615991764385,EpsilonGreedy
508,3.0,3.2587817428687647,EpsilonGreedy
509,3.0,4.783013170152599,EpsilonGreedy
510,3.0,4.341189205368068,EpsilonGreedy
511,3.0,5.723153829115116,EpsilonGreedy
512,3.0,2.6543458634103594,EpsilonGreedy
513,3.0,3.906739224630759,EpsilonGreedy
514,3.0,4.345063225547101,EpsilonGreedy
515,3.0,4.107494450414022,EpsilonGreedy
516,3.0,4.131820327320906,EpsilonGreedy
517,3.0,4.301735150954102,EpsilonGreedy
518,3.0,3.2335434297783054,EpsilonGreedy
519,3.0,2.9709215568614127,EpsilonGreedy
520,3.0,4.856088719243161,EpsilonGreedy
521,3.0,2.424838321674873,EpsilonGreedy
522,3.0,4.108855768499591,EpsilonGreedy
523,3.0,4.590312048330217,EpsilonGreedy
524,3.0,4.289710110591772,EpsilonGreedy
525,3.0,3.4946614029501593,EpsilonGreedy
526,3.0,4.137459438767236,EpsilonGreedy
527,3.0,4.766748294429435,EpsilonGreedy
528,3.0,5.054568685331414,EpsilonGreedy
529,3.0,3.0516152206097074,EpsilonGreedy
530,3.0,2.724793648438525,EpsilonGreedy
531,3.0,3.3254918079465616,EpsilonGreedy
532,3.0,4.702408086762567,EpsilonGreedy
533,3.0,4.4684194773709285,EpsilonGreedy
534,3.0,1.8369798531346966,EpsilonGreedy
535,3.0,5.048630162360766,EpsilonGreedy
536,3.0,3.231553452664685,EpsilonGreedy
537,3.0,1.5131689314258834,EpsilonGreedy
538,3.0,4.926464639264797,EpsilonGreedy
539,3.0,3.818026168017215,EpsilonGreedy
540,3.0,3.3045963418817488,EpsilonGreedy
541,3.0,3.78189254272594,EpsilonGreedy
542,3.0,2.487768042244114,EpsilonGreedy
543,3.0,6.196951373779727,EpsilonGreedy
544,3.0,2.0663085054912527,EpsilonGreedy
545,3.0,4.885276843340285,EpsilonGreedy
546,3.0,2.5084964667440826,EpsilonGreedy
547,3.0,3.1052830392153985,EpsilonGreedy
548,3.0,3.392515022459231,EpsilonGreedy
549,3.0,5.266973281152275,EpsilonGreedy
550,3.0,3.3612990572352386,EpsilonGreedy
551,3.0,2.7811356663980744,EpsilonGreedy
552,3.0,2.2904290473541185,EpsilonGreedy
553,3.0,3.7243733329918305,EpsilonGreedy
554,3.0,4.9875975358486135,EpsilonGreedy
555,3.0,1.892202901517872,EpsilonGreedy
556,3.0,5.0943105101753305,EpsilonGreedy
557,3.0,3.6442798547619892,EpsilonGreedy
558,3.0,2.369908181977343,EpsilonGreedy
559,3.0,4.2895396478807575,EpsilonGreedy
560,3.0,5.051131272181445,EpsilonGreedy
561,3.0,4.052081611917931,EpsilonGreedy
562,3.0,4.025407944752682,EpsilonGreedy
563,3.0,5.938438525679763,EpsilonGreedy
564,3.0,4.236030544704948,EpsilonGreedy
565,3.0,1.7187687650314887,EpsilonGreedy
566,3.0,5.209190116319263,EpsilonGreedy
567,3.0,3.45764538720909,EpsilonGreedy
568,3.0,4.8757420933389275,EpsilonGreedy
569,3.0,3.908149076660327,EpsilonGreedy
570,3.0,4.590186942070015,EpsilonGreedy
571,3.0,1.9232861646652748,EpsilonGreedy
572,3.0,4.321646349698453,EpsilonGreedy
